Protocol,Packet_Size_Bytes,Connection_Duration_ms,Failed_Logins,Geo_Distance_km,Is_Malicious
TCP,320,10,0,481,0
TCP,219,33,0,694,0
TCP,560,69,1,245,0
UDP,244,86,0,163,0
UDP,233,19,0,47,0
ICMP,33,31,0,670,0
TCP,14,308,0,168,0
ICMP,363,39,0,61,0
UDP,257,22,0,194,0
ICMP,184,21,0,168,0
TCP,343,141,0,84,0
TCP,1982,159,0,276,0
TCP,487,71,0,1032,0
UDP,409,67,0,47,0
TCP,870,164,1,996,0
ICMP,253,251,0,554,0
TCP,601,49,0,12,0
TCP,791,26,0,550,0
UDP,248,41,0,566,0
TCP,208,309,0,573,0
TCP,447,7,0,654,0
TCP,845,10,0,65,0
TCP,137,9,0,335,0
TCP,219,12,0,1495,0
ICMP,35,19,0,13,0
ICMP,1647,72,0,26,0
TCP,126,52,0,342,0
TCP,262,150,0,231,0
ICMP,30,11,0,557,0
ICMP,520,44,0,114,0
TCP,385,140,0,1145,0
TCP,24,169,0,56,0
TCP,774,33,0,255,0
TCP,4333,43,0,5772,1
TCP,289,101,0,754,0
TCP,493,91,2,1049,0
TCP,399,57,0,85,0
TCP,501,115,0,731,0
TCP,830,166,0,1031,0
TCP,117,83,0,27,0
TCP,255,24,0,2169,0
TCP,960,257,0,136,0
TCP,144,11,0,35,0
TCP,2,31,0,619,0
TCP,114,174,1,728,0
TCP,167,53,0,814,0
UDP,725,255,0,668,0
TCP,1289,26,0,232,0
TCP,515,117,0,1617,0
TCP,170,4,0,196,0
UDP,110,243,0,579,0
TCP,125,106,0,697,0
TCP,1367,107,0,315,0
TCP,168,17,0,435,0
TCP,354,13,1,475,0
UDP,880,43,0,653,0
TCP,688,36,0,117,0
TCP,560,6,0,1275,0
TCP,751,211,0,914,0
TCP,391,97,0,650,0
ICMP,1235,14,0,746,0
ICMP,178,226,0,202,0
UDP,313,44,0,1772,0
TCP,293,19,0,120,0
TCP,558,248,0,68,0
ICMP,162,146,0,708,0
ICMP,799,299,0,287,0
TCP,594,50,0,474,0
TCP,1043,182,1,1130,0
TCP,580,1,0,50,0
TCP,607,271,1,500,0
TCP,96,51,1,654,0
TCP,555,33,1,3,0
TCP,150,109,0,13,0
TCP,255,99,0,14,0
UDP,14,77,0,1103,0
ICMP,223,135,0,25,0
UDP,4936,31,0,7389,1
UDP,468,65,0,740,0
TCP,1279,28,0,284,0
TCP,102,28,1,534,0
TCP,179,173,0,433,0
TCP,18,2,0,664,0
TCP,1605,70,0,821,0
TCP,17,17,0,218,0
TCP,814,42,0,499,0
TCP,792,11,0,207,0
TCP,63,32,0,542,0
UDP,6554,52,6,5213,1
TCP,984,275,1,62,0
TCP,1197,86,1,1075,0
TCP,252,1,0,131,0
ICMP,178,25,0,469,0
TCP,929,271,0,759,0
ICMP,54,150,0,582,0
TCP,419,153,0,159,0
TCP,124,27,0,115,0
TCP,1709,39,0,1930,0
TCP,60,29,0,225,0
TCP,174,65,0,1602,0
TCP,235,137,0,351,0
TCP,540,38,0,254,0
TCP,698,118,0,300,0
TCP,773,48,0,574,0
TCP,812,420,0,923,0
UDP,1096,52,0,521,0
TCP,1490,199,0,370,0
TCP,81,158,0,342,0
UDP,86,33,0,11,0
TCP,227,26,0,1247,0
TCP,1001,23,0,422,0
ICMP,489,68,0,111,0
TCP,800,13,0,144,0
UDP,62,112,0,140,0
TCP,288,157,0,180,0
ICMP,324,59,0,600,0
TCP,736,238,0,123,0
TCP,1220,51,0,75,0
TCP,376,4,0,398,0
TCP,518,41,0,216,0
TCP,1073,180,0,550,0
TCP,7,26,0,5,0
TCP,878,61,0,367,0
ICMP,305,32,0,4,0
ICMP,401,39,0,1005,0
TCP,60,40,0,585,0
TCP,163,213,0,132,0
TCP,301,75,0,1507,0
TCP,639,152,1,56,0
UDP,1217,296,0,1263,0
TCP,1788,111,0,655,0
TCP,91,71,0,233,0
TCP,178,26,1,160,0
TCP,124,55,0,1620,0
TCP,830,136,0,441,0
TCP,496,277,0,678,0
ICMP,1127,37,0,1350,0
TCP,599,26,0,1293,0
TCP,1080,50,1,18,0
TCP,72,17,0,1896,0
UDP,2234,15,0,2328,0
TCP,1035,28,1,1804,0
TCP,90,45,1,778,0
TCP,188,111,0,1319,0
TCP,1686,23,0,359,0
TCP,437,19,0,471,0
TCP,663,36,0,835,0
UDP,416,43,5,163,1
UDP,336,156,0,356,0
TCP,45,17,0,630,0
UDP,176,58,0,683,0
TCP,459,177,0,1272,0
UDP,290,161,1,189,0
TCP,200,73,0,124,0
UDP,326,212,0,5497,1
TCP,373,98,0,372,0
TCP,386,133,0,268,0
TCP,1422,302,0,6,0
TCP,151,36,1,126,0
TCP,480,22,1,499,0
UDP,469,67,0,1481,0
TCP,4173,14,4,3396,1
TCP,479,28,0,546,0
TCP,605,178,0,64,0
TCP,87,16,1,308,0
TCP,2284,141,1,221,0
TCP,392,14,0,889,0
UDP,701,98,0,639,0
TCP,57,17,0,32,0
TCP,262,16,0,976,0
TCP,179,2,0,430,0
TCP,767,18,0,424,0
TCP,74,20,0,1276,0
TCP,1093,66,0,350,0
TCP,325,419,0,89,0
TCP,760,2,1,1235,0
TCP,31,274,0,348,0
TCP,16,185,0,210,0
TCP,247,35,0,328,0
TCP,271,47,0,425,0
TCP,32,25,0,864,0
TCP,4874,67,8,6820,1
UDP,543,10,0,99,0
TCP,510,129,0,272,0
UDP,771,13,0,441,0
TCP,462,6,0,52,0
TCP,25,42,1,223,0
TCP,84,113,0,182,0
ICMP,81,61,0,154,0
TCP,20,10,0,200,0
TCP,181,67,0,144,0
TCP,1369,153,0,198,0
TCP,841,220,0,166,0
ICMP,438,167,0,434,0
TCP,766,1,0,164,0
ICMP,1214,20,0,1304,0
UDP,23,64,0,225,0
UDP,916,119,1,529,0
TCP,1058,60,0,115,0
TCP,469,257,0,1290,0
ICMP,184,32,0,51,0
ICMP,33,64,0,373,0
TCP,231,15,0,333,0
TCP,81,127,0,52,0
TCP,459,11,0,51,0
TCP,107,41,0,515,0
TCP,540,43,0,1044,0
TCP,70,180,0,134,0
TCP,593,348,0,71,0
TCP,153,327,0,660,0
TCP,625,145,0,649,0
UDP,240,123,0,251,0
UDP,1,67,0,89,0
TCP,638,3,0,374,0
TCP,97,160,0,44,0
ICMP,447,5,0,1237,0
TCP,1,45,0,70,0
TCP,379,32,0,96,0
TCP,547,73,0,262,0
UDP,1176,17,1,917,0
TCP,68,36,0,90,0
TCP,247,6,1,62,0
TCP,313,37,0,168,0
TCP,153,25,0,1446,0
TCP,62,39,0,69,0
TCP,513,38,0,1329,0
TCP,907,347,0,102,0
TCP,308,79,0,314,0
TCP,283,118,0,425,0
UDP,386,160,0,374,0
UDP,503,50,1,265,0
TCP,523,177,0,1337,0
TCP,466,11,0,202,0
ICMP,250,92,0,9,0
TCP,69,27,0,726,0
TCP,779,106,0,294,0
TCP,950,23,0,644,0
TCP,382,108,0,309,0
TCP,2057,126,0,766,0
UDP,19,350,0,100,0
TCP,221,267,0,238,0
TCP,393,37,0,232,0
TCP,508,1,0,558,0
TCP,691,6,0,1712,0
UDP,265,157,0,71,0
TCP,439,30,0,411,0
UDP,422,14,0,124,0
UDP,7,46,0,603,0
UDP,1113,136,0,1067,0
UDP,611,59,0,101,0
TCP,483,17,0,608,0
TCP,1099,15,0,132,0
ICMP,89,129,0,521,0
TCP,824,37,0,2009,0
TCP,155,112,0,816,0
TCP,99,100,0,121,0
ICMP,845,166,0,831,0
TCP,6894,237,4,88,1
TCP,6347,68,7,6212,1
UDP,579,206,2,295,0
TCP,448,234,0,39,0
TCP,486,84,0,31,0
TCP,1991,22,0,73,0
TCP,459,65,0,487,0
TCP,25,22,0,151,0
UDP,507,45,0,301,0
UDP,214,15,0,548,0
UDP,817,203,0,318,0
TCP,584,466,0,58,0
TCP,64,42,0,836,0
TCP,132,58,1,256,0
TCP,40,417,0,658,0
UDP,291,387,0,9,0
TCP,199,19,1,90,0
TCP,320,126,0,271,0
TCP,123,101,1,233,0
TCP,320,157,0,140,0
TCP,503,49,0,224,0
TCP,604,41,0,448,0
UDP,196,63,0,797,0
TCP,285,202,0,796,0
TCP,1077,182,0,2756,0
TCP,22,50,0,474,0
TCP,950,129,0,5,0
TCP,26,153,0,379,0
UDP,1378,124,0,950,0
TCP,176,90,0,266,0
TCP,283,47,0,260,0
UDP,262,156,1,87,0
TCP,285,138,0,726,0
UDP,5110,29,8,4037,1
TCP,72,122,0,320,0
TCP,48,4,1,316,0
TCP,413,33,0,185,0
ICMP,1281,230,0,1086,0
TCP,653,48,0,183,0
TCP,435,43,1,33,0
TCP,334,23,0,167,0
UDP,133,74,0,121,0
TCP,747,133,6,121,1
TCP,323,124,0,265,0
TCP,155,80,0,60,0
UDP,1078,98,0,29,0
TCP,774,55,1,116,0
TCP,196,110,0,200,0
UDP,1030,29,0,686,0
TCP,8,240,0,295,0
TCP,1302,8,0,1306,0
TCP,590,102,0,400,0
TCP,361,1,0,396,0
TCP,425,154,0,271,0
TCP,1294,101,0,28,0
TCP,1424,93,0,47,0
TCP,718,20,0,466,0
TCP,803,39,0,232,0
TCP,306,54,0,284,0
TCP,761,93,0,548,0
TCP,504,158,0,512,0
TCP,1379,9,0,199,0
TCP,184,176,0,1259,0
TCP,1021,181,0,363,0
ICMP,77,45,0,205,0
TCP,638,77,0,329,0
TCP,766,23,0,2174,0
UDP,657,89,0,630,0
TCP,107,33,9,326,1
TCP,83,23,0,616,0
TCP,220,360,0,1009,0
TCP,785,252,0,476,0
UDP,267,36,0,716,0
UDP,67,79,0,814,0
TCP,11,101,1,428,0
UDP,245,32,0,408,0
TCP,150,177,0,476,0
TCP,186,18,0,51,0
UDP,880,78,6,5556,1
TCP,388,203,0,110,0
TCP,269,203,1,253,0
TCP,200,149,0,475,0
ICMP,2081,16,0,2014,0
TCP,227,128,0,1028,0
ICMP,982,190,0,53,0
UDP,102,10,1,133,0
UDP,20,2,0,682,0
TCP,216,221,0,16,0
TCP,191,50,1,758,0
ICMP,287,0,0,188,0
ICMP,264,290,1,1484,0
TCP,238,43,0,808,0
UDP,129,106,1,71,0
TCP,15,92,0,800,0
ICMP,635,150,0,339,0
TCP,562,81,0,542,0
UDP,19,88,10,1049,1
TCP,274,30,0,443,0
TCP,752,48,0,217,0
TCP,636,2,0,360,0
TCP,655,79,0,19,0
ICMP,776,48,0,1292,0
TCP,301,61,0,441,0
TCP,5411,320,5,830,1
TCP,373,53,0,1048,0
TCP,296,373,0,151,0
UDP,2042,28,0,297,0
TCP,40,8,0,49,0
TCP,240,199,0,609,0
UDP,180,3,0,61,0
UDP,5094,73,1,611,1
UDP,489,69,0,102,0
TCP,28,170,1,1659,0
TCP,743,53,0,401,0
TCP,424,123,0,115,0
TCP,529,145,0,357,0
TCP,1360,53,0,29,0
TCP,299,128,0,369,0
TCP,363,62,0,1139,0
TCP,270,44,0,402,0
TCP,21,404,0,225,0
TCP,139,413,0,482,0
TCP,11,145,1,218,0
TCP,234,299,0,84,0
TCP,457,73,0,565,0
TCP,625,98,0,355,0
ICMP,367,129,0,737,0
TCP,655,24,0,460,0
TCP,71,9,0,36,0
UDP,81,76,0,424,0
TCP,685,165,0,889,0
TCP,631,37,0,106,0
TCP,204,500,0,1909,0
TCP,83,1,0,516,0
TCP,5325,125,8,5755,1
UDP,282,215,0,88,0
TCP,5497,15,6,5783,1
TCP,88,7,0,57,0
TCP,802,23,0,482,0
TCP,1624,172,0,33,0
UDP,869,44,0,890,0
TCP,650,158,0,215,0
TCP,1167,49,0,299,0
TCP,104,77,0,631,0
TCP,357,238,0,101,0
UDP,277,106,0,382,0
ICMP,721,113,0,17,0
TCP,72,333,0,267,0
TCP,50,42,0,260,0
TCP,63,120,0,1416,0
TCP,199,85,0,1414,0
TCP,784,4,0,1309,0
UDP,121,68,6,904,1
TCP,1538,50,0,28,0
UDP,1341,68,0,512,0
TCP,210,148,0,211,0
TCP,52,151,0,153,0
TCP,368,9,1,10,0
TCP,272,41,0,790,0
TCP,570,56,0,300,0
UDP,428,86,0,640,0
TCP,249,10,0,202,0
TCP,656,43,0,8,0
TCP,60,22,0,192,0
UDP,70,36,0,493,0
TCP,155,53,0,126,0
TCP,777,58,0,32,0
ICMP,1340,86,6,1433,1
TCP,112,65,1,115,0
UDP,558,130,0,271,0
TCP,110,41,0,471,0
TCP,62,104,0,1887,0
TCP,847,96,0,314,0
TCP,128,178,0,642,0
TCP,1250,85,6,14,1
TCP,15,35,0,3559,0
TCP,828,169,0,386,0
TCP,335,142,0,636,0
TCP,292,28,0,817,0
UDP,627,95,0,244,0
TCP,701,2,0,586,0
ICMP,276,143,0,442,0
TCP,43,12,0,79,0
TCP,344,122,0,91,0
TCP,88,19,1,238,0
TCP,52,28,0,205,0
ICMP,5,199,0,77,0
ICMP,475,48,0,11,0
TCP,6015,112,0,5408,1
TCP,385,132,0,289,0
UDP,120,40,0,103,0
TCP,413,50,0,147,0
UDP,8,27,0,717,0
UDP,363,98,0,2608,0
UDP,1159,188,0,167,0
TCP,799,286,0,287,0
TCP,656,74,0,104,0
UDP,993,214,0,99,0
TCP,48,349,0,169,0
TCP,37,9,0,211,0
TCP,680,271,0,163,0
TCP,186,64,0,402,0
ICMP,712,4,0,55,0
UDP,321,281,0,91,0
TCP,307,80,0,2458,0
TCP,1031,158,0,231,0
UDP,12,44,0,929,0
TCP,146,14,6,4785,1
UDP,903,147,0,968,0
TCP,1231,30,0,288,0
TCP,188,15,0,126,0
TCP,534,10,0,331,0
TCP,1750,54,0,780,0
TCP,612,54,0,417,0
UDP,81,97,0,77,0
TCP,152,125,0,869,0
TCP,149,6,0,5,0
ICMP,164,22,0,651,0
UDP,378,141,0,261,0
TCP,459,70,0,6,0
UDP,919,147,0,508,0
TCP,795,23,6,5475,1
TCP,312,80,0,1082,0
TCP,422,41,0,9,0
UDP,383,52,0,278,0
UDP,162,66,0,261,0
TCP,56,246,0,1397,0
UDP,203,122,0,45,0
TCP,33,44,0,103,0
TCP,17,98,0,384,0
UDP,4328,63,5,3751,1
TCP,155,191,0,252,0
UDP,492,21,0,183,0
UDP,64,25,0,325,0
UDP,1100,96,0,247,0
TCP,3,57,0,561,0
TCP,148,53,0,145,0
TCP,556,269,0,2068,0
TCP,633,35,0,515,0
TCP,249,215,0,598,0
TCP,4251,48,10,4929,1
TCP,133,90,0,518,0
ICMP,1759,10,0,350,0
TCP,1498,5,0,567,0
UDP,61,33,0,81,0
TCP,87,29,0,244,0
TCP,553,101,0,112,0
TCP,57,9,0,984,0
UDP,804,142,0,203,0
ICMP,1460,141,0,129,0
UDP,483,22,0,652,0
ICMP,72,114,0,1072,0
TCP,1534,6,0,275,0
UDP,785,19,0,532,0
UDP,104,96,0,543,0
TCP,812,75,0,260,0
TCP,60,11,0,140,0
UDP,689,147,0,51,0
TCP,426,45,0,273,0
ICMP,2324,108,0,1555,0
TCP,107,107,1,1027,0
TCP,457,122,0,123,0
TCP,1065,86,1,70,0
TCP,651,86,0,1003,0
TCP,109,92,0,204,0
TCP,986,76,0,21,0
UDP,4738,61,0,1078,1
UDP,214,60,0,210,0
UDP,63,76,0,403,0
UDP,489,34,0,1114,0
ICMP,477,128,1,550,0
TCP,463,18,0,76,0
ICMP,170,9,0,359,0
ICMP,78,276,0,94,0
TCP,218,1,0,815,0
TCP,1184,5,0,249,0
TCP,946,36,0,604,0
TCP,496,120,0,744,0
TCP,232,53,0,21,0
TCP,131,14,0,768,0
TCP,464,104,1,390,0
TCP,110,244,0,627,0
UDP,857,279,0,526,0
TCP,136,180,0,1208,0
TCP,227,1,0,814,0
TCP,229,95,1,304,0
TCP,521,7,0,63,0
ICMP,586,97,0,167,0
TCP,2299,24,0,769,0
TCP,152,103,0,726,0
TCP,39,130,0,86,0
ICMP,656,80,0,185,0
TCP,312,62,0,686,0
TCP,1902,124,0,31,0
TCP,125,101,0,224,0
TCP,1253,61,0,634,0
TCP,769,109,0,566,0
TCP,126,76,0,239,0
UDP,2954,75,0,743,0
ICMP,172,186,0,173,0
TCP,5513,55,7,6656,1
TCP,44,8,0,619,0
TCP,219,254,0,1230,0
TCP,47,1,0,70,0
TCP,775,20,1,743,0
TCP,55,11,0,1084,0
TCP,4383,79,0,4937,1
TCP,261,322,0,0,0
UDP,372,78,0,268,0
TCP,1656,24,1,1574,0
TCP,1183,339,0,35,0
TCP,3941,26,0,6162,1
TCP,403,228,0,450,0
TCP,999,0,0,25,0
TCP,63,341,0,290,0
TCP,84,119,0,133,0
TCP,518,0,0,1007,0
TCP,425,258,0,1058,0
TCP,501,155,0,674,0
TCP,26,191,0,382,0
TCP,579,170,0,84,0
ICMP,742,34,0,97,0
TCP,384,38,0,470,0
TCP,281,75,0,1216,0
TCP,2407,9,0,36,0
UDP,7,104,0,227,0
TCP,519,35,0,2176,0
ICMP,129,17,0,382,0
TCP,280,4,1,334,0
TCP,1366,39,0,315,0
TCP,400,2,0,20,0
TCP,1022,228,1,669,0
TCP,433,16,0,1098,0
TCP,990,7,0,588,0
TCP,85,19,0,90,0
TCP,226,12,1,764,0
TCP,231,330,0,443,0
TCP,530,189,0,1877,0
TCP,460,24,1,919,0
TCP,151,102,0,26,0
TCP,30,57,0,820,0
TCP,400,3,0,1548,0
TCP,748,191,8,6506,1
TCP,5620,0,0,6044,1
ICMP,146,49,0,703,0
TCP,376,233,0,303,0
TCP,999,15,0,116,0
ICMP,1171,43,0,612,0
TCP,135,23,0,623,0
TCP,577,16,0,16,0
TCP,236,34,0,152,0
TCP,1396,56,0,322,0
TCP,395,169,0,12,0
TCP,515,5,0,199,0
TCP,72,52,0,339,0
ICMP,347,66,1,1056,0
TCP,527,43,0,1362,0
UDP,691,22,0,706,0
UDP,752,36,0,1383,0
UDP,103,197,0,1256,0
UDP,254,152,0,219,0
TCP,322,59,0,632,0
TCP,434,21,0,464,0
TCP,801,259,0,680,0
UDP,981,23,0,148,0
TCP,1466,286,0,1108,0
TCP,477,175,0,251,0
ICMP,6744,19,5,6136,1
TCP,2341,74,1,916,0
TCP,332,5,0,83,0
TCP,204,371,1,499,0
UDP,299,74,0,1035,0
UDP,590,1,0,784,0
TCP,116,32,0,974,0
TCP,390,25,0,617,0
TCP,116,105,0,1092,0
TCP,781,30,0,65,0
ICMP,420,238,0,453,0
TCP,127,32,0,166,0
TCP,371,568,0,62,0
TCP,245,244,0,956,0
UDP,655,63,0,1,0
TCP,1611,129,0,179,0
TCP,52,33,0,542,0
TCP,119,213,0,502,0
ICMP,1046,281,0,15,0
TCP,81,46,0,534,0
ICMP,22,241,0,1150,0
TCP,97,255,0,312,0
ICMP,441,166,0,2144,0
UDP,340,106,0,25,0
TCP,1403,83,0,582,0
UDP,7525,1,0,4668,1
TCP,269,41,1,241,0
UDP,404,22,0,344,0
TCP,153,72,0,90,0
TCP,45,37,0,496,0
TCP,930,9,0,249,0
UDP,506,116,0,37,0
ICMP,221,19,0,669,0
TCP,2080,302,0,786,0
TCP,338,265,0,132,0
TCP,842,33,0,104,0
TCP,42,126,0,446,0
TCP,5666,19,3,4759,1
TCP,625,212,0,113,0
UDP,1075,113,0,65,0
ICMP,333,314,0,332,0
TCP,915,100,0,28,0
TCP,1995,131,0,904,0
TCP,73,17,0,160,0
TCP,376,98,0,511,0
TCP,316,80,0,1446,0
TCP,565,148,0,178,0
TCP,2582,99,0,362,0
TCP,224,25,0,113,0
TCP,545,67,0,3447,0
TCP,424,175,0,144,0
TCP,224,58,0,924,0
TCP,359,26,0,27,0
TCP,1408,115,0,484,0
TCP,116,228,0,152,0
TCP,1511,61,0,884,0
TCP,51,106,0,133,0
TCP,172,44,0,319,0
UDP,60,160,0,7,0
UDP,1265,196,0,157,0
ICMP,348,51,0,299,0
TCP,216,105,0,437,0
UDP,850,66,0,7,0
TCP,225,39,0,46,0
TCP,106,39,0,1112,0
UDP,706,40,0,1062,0
TCP,656,205,0,238,0
UDP,210,20,0,152,0
TCP,6,33,0,384,0
TCP,7,44,0,288,0
TCP,119,69,0,176,0
ICMP,191,73,0,291,0
TCP,7084,37,0,4995,1
TCP,187,213,0,370,0
TCP,233,53,0,297,0
TCP,356,148,0,765,0
TCP,274,71,0,1088,0
ICMP,608,70,0,177,0
TCP,324,248,0,846,0
TCP,46,11,0,581,0
TCP,447,85,1,64,0
ICMP,226,26,1,620,0
UDP,18,133,0,166,0
TCP,378,26,0,389,0
TCP,102,27,0,1,0
TCP,1,120,0,456,0
TCP,155,86,0,81,0
UDP,357,0,0,125,0
TCP,334,125,0,1030,0
TCP,19,40,0,412,0
TCP,50,25,1,1365,0
TCP,2149,354,0,420,0
UDP,169,152,0,331,0
TCP,376,170,0,358,0
TCP,404,25,0,131,1
UDP,810,108,1,305,0
TCP,694,10,0,1089,0
TCP,120,110,0,1651,0
TCP,119,383,0,290,0
UDP,681,3,1,122,0
UDP,1150,2,0,395,0
TCP,389,26,0,1109,0
TCP,75,20,0,40,0
TCP,519,16,0,209,0
UDP,199,175,1,823,0
TCP,539,6,0,13,0
TCP,282,190,0,58,0
ICMP,134,201,5,104,1
TCP,958,34,0,1034,0
TCP,213,13,1,616,0
TCP,124,172,0,440,0
TCP,775,104,0,120,0
UDP,153,472,0,906,0
TCP,125,30,1,692,0
TCP,356,148,0,808,0
ICMP,179,158,0,483,0
TCP,6961,13,2,5369,1
TCP,206,59,0,772,0
TCP,385,115,0,784,0
TCP,50,35,0,3622,0
UDP,319,14,0,651,0
TCP,511,542,0,1383,0
TCP,566,106,0,39,0
TCP,77,105,0,382,0
TCP,679,356,0,487,0
TCP,9,209,0,543,0
TCP,6044,248,0,840,1
TCP,6294,58,5,1723,1
TCP,619,4,1,3,0
UDP,193,62,0,4,0
TCP,10,22,0,139,0
TCP,40,160,1,155,0
TCP,892,31,0,444,0
TCP,5,44,0,334,0
TCP,71,178,0,544,0
TCP,1635,249,0,681,0
TCP,78,46,0,32,0
TCP,386,394,0,354,0
TCP,156,145,0,115,0
TCP,161,70,0,176,0
UDP,17,58,1,396,0
TCP,876,66,0,22,0
TCP,1159,264,0,1138,0
TCP,565,250,0,823,0
TCP,566,123,1,1424,0
TCP,379,115,0,1021,0
TCP,1438,26,0,198,0
TCP,441,119,0,108,0
TCP,354,351,0,1075,0
UDP,12,51,0,346,0
TCP,2203,422,0,1071,0
TCP,3569,101,0,110,0
TCP,28,67,0,7053,1
ICMP,179,3,0,178,0
UDP,409,206,0,499,0
TCP,371,69,0,201,0
UDP,3,12,1,1244,0
TCP,1563,39,0,377,0
TCP,68,129,1,597,0
TCP,473,31,0,153,0
TCP,295,52,1,182,0
UDP,648,188,0,631,0
TCP,541,102,0,412,0
TCP,5,351,0,20,0
TCP,216,18,0,62,0
TCP,177,2,0,280,0
TCP,579,95,0,157,0
TCP,71,133,0,710,0
UDP,17,108,0,599,0
TCP,1362,222,0,1967,0
TCP,666,33,0,133,0
TCP,552,234,0,431,0
UDP,184,6,0,508,0
TCP,89,39,1,385,0
TCP,5056,129,7,4111,1
TCP,25,306,0,20,0
ICMP,430,206,0,545,0
TCP,6384,21,3,887,1
TCP,2,169,0,437,0
TCP,242,177,1,242,0
UDP,130,21,0,312,0
TCP,361,203,0,276,0
ICMP,245,52,0,134,0
TCP,736,79,0,43,0
TCP,1160,155,2,974,0
TCP,47,76,0,559,0
TCP,423,158,0,492,0
TCP,1912,109,1,19,0
TCP,198,16,0,251,0
TCP,333,2,2,76,0
TCP,106,126,0,134,0
TCP,578,268,0,760,0
UDP,206,36,0,1077,0
TCP,376,131,0,586,0
UDP,33,89,0,74,0
TCP,225,11,0,431,0
TCP,152,165,0,101,0
TCP,78,121,0,66,0
TCP,283,19,0,954,0
TCP,1531,81,0,45,0
UDP,136,2,0,1777,0
TCP,89,170,0,223,0
TCP,167,160,0,157,0
TCP,180,57,0,77,0
TCP,844,56,0,123,0
TCP,750,45,0,993,1
TCP,1052,86,0,155,0
TCP,627,53,0,155,0
TCP,472,288,0,1119,0
TCP,1018,139,0,13,0
UDP,230,6,0,317,0
ICMP,261,153,0,468,0
TCP,315,93,0,174,0
UDP,551,369,0,733,0
UDP,135,24,0,142,0
TCP,241,209,2,489,0
TCP,373,190,0,96,0
TCP,284,355,0,488,0
TCP,1088,5,0,2025,0
TCP,107,109,0,309,0
TCP,436,176,0,480,1
TCP,944,28,0,555,0
ICMP,1039,113,0,776,0
ICMP,572,72,0,1607,0
TCP,423,189,0,387,0
TCP,119,31,0,396,0
TCP,771,38,0,756,0
TCP,1202,41,0,562,0
TCP,452,213,0,836,0
UDP,28,243,0,12,0
UDP,196,77,0,2027,0
UDP,212,96,0,247,0
TCP,271,91,0,948,0
TCP,825,386,0,429,0
TCP,274,18,0,63,0
TCP,845,25,0,121,0
TCP,641,20,0,532,0
UDP,236,93,0,1930,0
UDP,910,50,0,1201,0
UDP,723,25,0,282,0
UDP,533,83,0,358,0
TCP,356,378,0,222,0
TCP,205,306,0,10,0
TCP,523,29,0,174,0
TCP,58,21,0,374,0
TCP,36,24,0,696,0
TCP,443,33,0,430,0
UDP,808,43,1,235,0
TCP,668,15,0,110,0
TCP,624,55,0,141,0
ICMP,176,105,0,56,0
TCP,292,223,0,319,0
TCP,1803,203,0,465,0
TCP,594,19,0,67,0
TCP,659,70,0,612,0
TCP,1639,22,0,176,0
ICMP,15,27,0,428,0
TCP,576,55,0,453,0
TCP,529,51,0,189,0
TCP,812,30,1,71,0
TCP,138,158,0,275,0
TCP,349,12,0,477,0
TCP,428,116,0,804,0
TCP,402,35,0,311,0
TCP,244,94,0,783,0
TCP,42,18,1,18,0
TCP,7010,81,1,104,1
TCP,333,38,0,881,0
UDP,1396,47,0,400,0
TCP,115,21,0,587,0
TCP,571,32,1,1391,0
UDP,345,51,0,1123,0
TCP,162,50,0,28,0
TCP,369,156,0,181,0
UDP,2124,48,0,2,0
TCP,190,5,0,399,0
TCP,336,43,0,379,0
UDP,945,0,0,1013,0
UDP,77,6,0,86,0
TCP,121,19,0,691,0
ICMP,408,210,0,494,0
TCP,611,43,0,622,0
UDP,639,59,0,851,0
ICMP,619,64,0,213,0
TCP,299,252,0,667,0
UDP,1053,60,0,500,0
TCP,202,67,0,547,0
TCP,1,64,0,79,0
UDP,1032,358,1,152,0
TCP,201,178,0,1049,0
TCP,175,32,0,607,0
TCP,836,68,0,106,0
ICMP,298,1,1,115,0
TCP,1130,83,0,677,0
TCP,513,83,0,289,0
TCP,650,90,0,383,0
TCP,6,227,0,138,0
TCP,1281,63,0,482,0
TCP,178,28,0,116,0
TCP,1153,30,0,1113,0
TCP,1100,34,0,72,0
TCP,252,104,0,140,0
TCP,718,35,0,1272,0
TCP,2477,66,0,32,0
TCP,477,259,0,272,0
ICMP,33,46,0,368,0
UDP,94,101,1,230,0
TCP,284,213,0,610,0
TCP,717,171,0,112,0
TCP,72,3,0,92,0
TCP,163,120,0,332,0
TCP,11,85,0,192,0
TCP,312,73,0,497,0
TCP,112,18,1,121,0
TCP,333,43,0,40,0
TCP,2348,2,0,983,0
TCP,189,3,0,149,0
TCP,610,19,5,6884,1
UDP,1430,154,0,1562,0
TCP,510,187,0,648,0
TCP,881,58,6,5561,1
ICMP,99,178,1,415,0
TCP,329,32,0,855,0
TCP,324,40,1,435,0
TCP,2095,169,0,15,0
TCP,30,20,0,346,0
TCP,986,224,0,37,0
UDP,1396,89,0,54,0
TCP,263,64,0,577,0
TCP,582,41,0,441,0
TCP,584,76,0,510,0
TCP,312,81,0,868,0
TCP,1219,4,0,7,0
UDP,260,169,0,882,0
TCP,129,32,0,1092,0
TCP,2294,134,2,265,0
UDP,741,85,0,248,0
TCP,1850,43,0,265,0
TCP,750,18,9,59,1
TCP,1494,122,0,250,0
TCP,84,3,0,427,0
ICMP,4160,139,0,5341,1
TCP,94,171,0,634,0
